variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_10289	2.00E-02	4.09E-01	3.96E-01	-1.05E-01	1.24E-01	4.92E-02	bad-chisq
group_10180	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_10166	2.00E-02	4.09E-01	4.06E-01	-1.03E-01	1.24E-01	4.82E-02	bad-chisq
group_10104	2.00E-02	5.82E-01	6.10E-01	6.34E-02	1.24E-01	2.96E-02	bad-chisq
group_10102	2.00E-02	5.43E-02	5.23E-02	2.40E-01	1.23E-01	1.12E-01	bad-chisq
group_10090	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_10069	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_10032	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_9951	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_9932	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_9845	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_9817	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_9811	2.00E-02	4.09E-01	4.36E-01	-9.69E-02	1.24E-01	4.52E-02	bad-chisq
group_9787	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_9741	2.00E-02	5.82E-01	5.19E-01	8.35E-02	1.29E-01	3.73E-02	bad-chisq
group_9723	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_9704	2.00E-02	5.82E-01	5.66E-01	7.15E-02	1.24E-01	3.33E-02	bad-chisq
group_9673	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_9634	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_9584	2.00E-02	5.82E-01	5.46E-01	7.52E-02	1.24E-01	3.50E-02	bad-chisq
group_9548	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_9513	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_9505	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_9484	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_9356	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.84E-02	bad-chisq
group_9337	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_9225	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_9175	2.00E-02	4.09E-01	3.95E-01	-1.05E-01	1.24E-01	4.93E-02	bad-chisq
group_9170	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_9160	2.00E-02	4.09E-01	4.42E-01	-9.55E-02	1.24E-01	4.46E-02	bad-chisq
group_9120	2.00E-02	4.09E-01	4.20E-01	-1.00E-01	1.24E-01	4.67E-02	bad-chisq
group_8930	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_8853	2.00E-02	5.82E-01	5.89E-01	6.71E-02	1.24E-01	3.13E-02	bad-chisq
group_8845	2.00E-02	4.09E-01	5.09E-01	-9.05E-02	1.37E-01	3.83E-02	bad-chisq
group_8802	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_8707	2.00E-02	5.82E-01	5.58E-01	7.32E-02	1.25E-01	3.40E-02	bad-chisq
group_8634	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_8549	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_8534	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_8435	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_8410	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_8382	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_8354	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_8320	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_8305	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_8278	2.00E-02	4.09E-01	5.09E-01	-8.79E-02	1.33E-01	3.82E-02	bad-chisq
group_8248	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_8236	2.00E-02	4.09E-01	5.21E-01	-8.84E-02	1.38E-01	3.72E-02	bad-chisq
group_8177	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_8096	2.00E-02	5.82E-01	5.46E-01	7.52E-02	1.24E-01	3.50E-02	bad-chisq
group_8044	2.00E-02	4.09E-01	4.15E-01	-1.02E-01	1.24E-01	4.73E-02	bad-chisq
group_8020	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_7960	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7918	2.00E-02	4.09E-01	4.89E-01	-9.11E-02	1.32E-01	4.01E-02	bad-chisq
group_7865	2.00E-02	4.09E-01	4.63E-01	-9.16E-02	1.25E-01	4.25E-02	bad-chisq
group_7863	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_7847	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_7824	2.00E-02	4.09E-01	4.17E-01	-1.01E-01	1.25E-01	4.71E-02	bad-chisq
group_7727	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_7726	2.00E-02	4.09E-01	4.28E-01	-9.90E-02	1.25E-01	4.59E-02	bad-chisq
group_7717	2.00E-02	5.43E-02	5.07E-02	2.42E-01	1.23E-01	1.13E-01	bad-chisq
group_7682	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7642	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7579	2.00E-02	4.09E-01	4.82E-01	-9.01E-02	1.28E-01	4.07E-02	bad-chisq
group_7506	2.00E-02	4.09E-01	3.81E-01	-1.09E-01	1.24E-01	5.07E-02	bad-chisq
group_7496	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_7464	2.00E-02	4.09E-01	4.90E-01	-8.77E-02	1.27E-01	4.00E-02	bad-chisq
group_7443	2.00E-02	4.09E-01	4.24E-01	-9.94E-02	1.24E-01	4.63E-02	bad-chisq
group_7405	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7370	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7347	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_7342	2.00E-02	4.09E-01	3.82E-01	-1.08E-01	1.24E-01	5.06E-02	bad-chisq
group_7327	2.00E-02	5.43E-02	5.33E-02	2.39E-01	1.23E-01	1.12E-01	bad-chisq
group_7322	2.00E-02	5.82E-01	6.05E-01	6.43E-02	1.24E-01	2.99E-02	bad-chisq
group_7271	2.00E-02	5.82E-01	6.05E-01	6.42E-02	1.24E-01	3.00E-02	bad-chisq
group_7249	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_7229	2.00E-02	5.82E-01	5.58E-01	7.32E-02	1.25E-01	3.40E-02	bad-chisq
group_7214	2.00E-02	5.82E-01	5.81E-01	6.85E-02	1.24E-01	3.20E-02	bad-chisq
group_7213	2.00E-02	5.82E-01	6.05E-01	6.42E-02	1.24E-01	3.00E-02	bad-chisq
group_7203	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_7195	2.00E-02	5.82E-01	5.83E-01	6.82E-02	1.24E-01	3.18E-02	bad-chisq
group_7150	2.00E-02	4.09E-01	3.92E-01	-1.06E-01	1.24E-01	4.96E-02	bad-chisq
group_7086	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_7062	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_7061	2.00E-02	4.09E-01	4.08E-01	-1.03E-01	1.24E-01	4.79E-02	bad-chisq
group_7028	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_7011	2.00E-02	4.09E-01	3.89E-01	-1.07E-01	1.24E-01	5.00E-02	bad-chisq
group_6972	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_6954	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_6944	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_6921	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.78E-02	bad-chisq
group_6757	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_6750	2.00E-02	5.82E-01	5.38E-01	7.89E-02	1.28E-01	3.57E-02	bad-chisq
group_6739	2.00E-02	5.43E-02	6.13E-02	2.32E-01	1.24E-01	1.08E-01	bad-chisq
group_6721	2.00E-02	4.09E-01	3.81E-01	-1.09E-01	1.24E-01	5.07E-02	bad-chisq
group_6709	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.84E-02	bad-chisq
group_6671	2.00E-02	4.09E-01	5.26E-01	-8.46E-02	1.33E-01	3.67E-02	bad-chisq
group_6623	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_6598	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_6580	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.84E-02	bad-chisq
group_6543	2.00E-02	4.09E-01	3.93E-01	-1.06E-01	1.24E-01	4.94E-02	bad-chisq
group_6486	2.00E-02	4.09E-01	4.12E-01	-1.02E-01	1.24E-01	4.75E-02	bad-chisq
group_6436	2.00E-02	4.09E-01	4.17E-01	-1.01E-01	1.25E-01	4.71E-02	bad-chisq
group_6360	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_6351	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_6320	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_6314	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_6243	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_6213	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_6197	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_6190	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_6185	2.00E-02	5.82E-01	5.75E-01	6.98E-02	1.24E-01	3.25E-02	bad-chisq
group_6120	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_6111	2.00E-02	4.09E-01	3.89E-01	-1.07E-01	1.24E-01	4.99E-02	bad-chisq
group_6091	2.00E-02	4.09E-01	3.79E-01	-1.09E-01	1.24E-01	5.10E-02	bad-chisq
group_6086	2.00E-02	5.43E-02	5.23E-02	2.40E-01	1.23E-01	1.12E-01	bad-chisq
group_6021	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_6014	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_5970	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5857	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_5846	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5840	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5796	2.00E-02	5.82E-01	6.10E-01	6.34E-02	1.24E-01	2.95E-02	bad-chisq
group_5794	2.00E-02	5.82E-01	5.58E-01	7.32E-02	1.25E-01	3.40E-02	bad-chisq
group_5783	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_5780	2.00E-02	4.09E-01	3.79E-01	-1.09E-01	1.24E-01	5.10E-02	bad-chisq
group_5725	2.00E-02	4.09E-01	4.00E-01	-1.04E-01	1.24E-01	4.88E-02	bad-chisq
group_5714	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5712	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_5705	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_5675	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_5594	2.00E-02	4.09E-01	4.04E-01	-1.04E-01	1.24E-01	4.83E-02	bad-chisq
group_5593	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_5558	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5557	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5556	2.00E-02	4.09E-01	5.26E-01	-8.46E-02	1.33E-01	3.67E-02	bad-chisq
group_5554	2.00E-02	5.43E-02	5.63E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_5541	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_5524	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5503	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_5476	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_5431	2.00E-02	4.09E-01	3.80E-01	-1.09E-01	1.24E-01	5.09E-02	bad-chisq
group_5388	2.00E-02	9.70E-04	9.45E-04	4.07E-01	1.22E-01	1.90E-01	bad-chisq
group_5384	2.00E-02	5.82E-01	5.81E-01	6.86E-02	1.24E-01	3.20E-02	bad-chisq
group_5382	2.00E-02	5.82E-01	6.05E-01	6.43E-02	1.24E-01	3.00E-02	bad-chisq
group_5377	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5363	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5362	2.00E-02	4.09E-01	3.85E-01	-1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_5359	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5312	2.00E-02	4.09E-01	4.17E-01	-1.01E-01	1.25E-01	4.71E-02	bad-chisq
group_5310	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_5276	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5266	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_5264	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_5255	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5238	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5236	2.00E-02	5.82E-01	5.77E-01	6.92E-02	1.24E-01	3.23E-02	bad-chisq
group_5224	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5168	2.00E-02	4.09E-01	3.84E-01	-1.08E-01	1.24E-01	5.04E-02	bad-chisq
group_5165	2.00E-02	4.09E-01	5.24E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5161	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_5160	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_5140	2.00E-02	4.09E-01	4.02E-01	-1.04E-01	1.24E-01	4.86E-02	bad-chisq
group_5092	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_5082	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.78E-02	bad-chisq
group_5024	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_5003	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_4990	2.00E-02	4.09E-01	4.10E-01	-1.03E-01	1.24E-01	4.78E-02	bad-chisq
group_4924	2.00E-02	5.82E-01	5.58E-01	7.32E-02	1.25E-01	3.40E-02	bad-chisq
group_4866	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_4865	2.00E-02	4.09E-01	3.85E-01	-1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_4854	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_4836	2.00E-02	4.09E-01	4.04E-01	-1.04E-01	1.24E-01	4.84E-02	bad-chisq
group_4816	2.00E-02	4.09E-01	5.21E-01	-8.84E-02	1.38E-01	3.72E-02	bad-chisq
group_4792	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_4787	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_4763	2.00E-02	5.82E-01	5.58E-01	7.32E-02	1.25E-01	3.40E-02	bad-chisq
group_4730	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_4729	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_4716	2.00E-02	4.09E-01	4.28E-01	-9.90E-02	1.25E-01	4.59E-02	bad-chisq
group_4703	2.00E-02	4.09E-01	4.07E-01	-1.03E-01	1.24E-01	4.81E-02	bad-chisq
group_4650	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_4573	2.00E-02	5.43E-02	5.81E-02	2.34E-01	1.23E-01	1.10E-01	bad-chisq
group_4512	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_4511	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_4506	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_4453	2.00E-02	4.09E-01	4.17E-01	-1.01E-01	1.25E-01	4.71E-02	bad-chisq
group_4450	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.84E-02	bad-chisq
group_4435	2.00E-02	4.09E-01	4.05E-01	-1.04E-01	1.24E-01	4.82E-02	bad-chisq
group_4419	2.00E-02	4.09E-01	4.32E-01	-9.84E-02	1.25E-01	4.55E-02	bad-chisq
group_4418	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_4288	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_4270	2.00E-02	5.82E-01	5.81E-01	6.86E-02	1.24E-01	3.20E-02	bad-chisq
group_4264	2.00E-02	4.09E-01	4.07E-01	-1.03E-01	1.24E-01	4.81E-02	bad-chisq
group_4216	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_4148	2.00E-02	4.09E-01	4.23E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_4113	2.00E-02	4.09E-01	3.92E-01	-1.06E-01	1.24E-01	4.96E-02	bad-chisq
group_4083	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_4065	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_4046	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_3979	2.00E-02	4.09E-01	4.24E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_3975	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_3959	2.00E-02	5.82E-01	5.19E-01	8.35E-02	1.29E-01	3.73E-02	bad-chisq
group_3946	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_3936	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_3934	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_3866	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_3863	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_3794	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_3792	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_3748	2.00E-02	5.82E-01	5.77E-01	6.94E-02	1.24E-01	3.23E-02	bad-chisq
group_3736	2.00E-02	4.09E-01	4.13E-01	-1.01E-01	1.24E-01	4.74E-02	bad-chisq
group_3733	2.00E-02	4.09E-01	3.79E-01	-1.10E-01	1.24E-01	5.10E-02	bad-chisq
group_3725	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_3601	2.00E-02	4.09E-01	4.04E-01	-1.04E-01	1.24E-01	4.83E-02	bad-chisq
group_3525	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_3490	2.00E-02	4.09E-01	4.00E-01	-1.04E-01	1.24E-01	4.88E-02	bad-chisq
group_3488	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_3479	2.00E-02	4.09E-01	3.96E-01	-1.05E-01	1.24E-01	4.91E-02	bad-chisq
group_3475	2.00E-02	4.09E-01	3.86E-01	-1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_3471	2.00E-02	4.09E-01	3.86E-01	-1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_3383	2.00E-02	4.09E-01	4.13E-01	-1.01E-01	1.24E-01	4.74E-02	bad-chisq
group_3369	2.00E-02	5.82E-01	5.81E-01	6.85E-02	1.24E-01	3.20E-02	bad-chisq
group_3359	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_3357	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_3354	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_3352	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_3350	2.00E-02	5.82E-01	5.74E-01	6.98E-02	1.24E-01	3.26E-02	bad-chisq
group_3348	2.00E-02	4.09E-01	4.21E-01	-1.00E-01	1.24E-01	4.67E-02	bad-chisq
group_3298	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_3295	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_3286	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_3285	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_3277	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_3221	2.00E-02	4.09E-01	3.86E-01	-1.08E-01	1.24E-01	5.02E-02	bad-chisq
group_3205	2.00E-02	5.82E-01	6.08E-01	6.37E-02	1.24E-01	2.98E-02	bad-chisq
group_3202	2.00E-02	4.09E-01	4.42E-01	-9.55E-02	1.24E-01	4.46E-02	bad-chisq
group_3191	2.00E-02	5.82E-01	5.96E-01	6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_3136	2.00E-02	5.82E-01	5.79E-01	6.89E-02	1.24E-01	3.22E-02	bad-chisq
group_3086	2.00E-02	5.82E-01	6.04E-01	6.45E-02	1.24E-01	3.00E-02	bad-chisq
group_3080	2.00E-02	5.82E-01	6.11E-01	6.31E-02	1.24E-01	2.94E-02	bad-chisq
group_3072	2.00E-02	4.09E-01	3.94E-01	-1.06E-01	1.24E-01	4.94E-02	bad-chisq
group_3019	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.78E-02	bad-chisq
group_2968	2.00E-02	9.70E-04	1.08E-03	4.03E-01	1.22E-01	1.88E-01	bad-chisq
group_2965	2.00E-02	4.09E-01	4.08E-01	-1.03E-01	1.24E-01	4.79E-02	bad-chisq
group_2892	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_2846	2.00E-02	5.82E-01	5.93E-01	6.63E-02	1.24E-01	3.10E-02	bad-chisq
group_2840	2.00E-02	4.09E-01	4.09E-01	-1.03E-01	1.24E-01	4.78E-02	bad-chisq
group_2811	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_2794	2.00E-02	4.09E-01	4.00E-01	-1.04E-01	1.24E-01	4.88E-02	bad-chisq
group_2793	2.00E-02	4.09E-01	4.13E-01	-1.01E-01	1.24E-01	4.74E-02	bad-chisq
group_2775	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_2774	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_2773	2.00E-02	4.09E-01	4.13E-01	-1.01E-01	1.24E-01	4.74E-02	bad-chisq
group_2745	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
